sampleID,dateTime,sourceCode,latitude,longitude,altitude,speed,heading,linkPVID,direction,distFromRef,distFromLink
3496,6/12/2009 6:12:49 AM,13,51.496868217364,9.38602223061025,200,23,339,62007637,X,36.5961247153,0.066171364602
3496,6/12/2009 6:12:54 AM,13,51.4966822229326,9.38615726307034,200,10,129,62007637,T,12.9344945546,0.022547043554
3496,6/12/2009 6:12:59 AM,13,51.4967048540711,9.38642229884863,201,21,60,567329767,X,79.2723834939,0.0787743857
3496,6/12/2009 6:13:04 AM,13,51.4967492781579,9.38683996908367,201,0,360,567329767,T,43.9321275692,0.0353446687408
3496,6/12/2009 6:13:09 AM,13,51.4968639425933,9.38729401677847,199,0,360,567329767,X,43.9321275692,0.0675236593749
3496,6/12/2009 6:13:15 AM,13,51.4969302434474,9.38771596178412,198,5,89,567329767,F,65.9490726401,0.0141364099501
3496,6/12/2009 6:13:20 AM,13,51.4969574846327,9.38779382966459,198,1,288,567329767,F,71.991020578,0.0184849413069
3496,6/12/2009 6:13:25 AM,13,51.4969521202147,9.3878052290529,197,0,310,567329767,F,72.6834678312,0.0101432712988
